Date,strategy_return,gross_strategy_return,exposure,turnover,equity,gross_equity,drawdown,strategy_key,model_key,split,threshold
2020-01-28,-0.00048018177530081047,-0.00048018177530081047,1.0,0.0,1.0012127271900573,1.0013136004395995,-0.018987366190332144,buy_and_hold,buy_and_hold,validation,
2020-01-29,0.002740011488337283,0.002740011488337283,1.0,0.0,1.0039560615648275,1.0040572112082324,-0.01629938030348954,buy_and_hold,buy_and_hold,validation,
2020-01-30,-0.018233218231082555,-0.018233218231082555,1.0,0.0,0.9856507115998978,0.9857500169597806,-0.034235408376467324,buy_and_hold,buy_and_hold,validation,
2020-01-31,0.007719007004502269,0.007719007004502269,1.0,0.0,0.9932589563467301,0.9933590282453815,-0.02678066472902485,buy_and_hold,buy_and_hold,validation,
2020-02-03,0.016286543093092593,0.016286543093092593,1.0,0.0,1.0094357111418713,1.0095374128658123,-0.010930286086103247,buy_and_hold,buy_and_hold,validation,
2020-02-04,0.010922317616111732,0.010922317616111732,1.0,0.0,1.0204610885920085,1.0205639011344805,-0.0001273525262588393,buy_and_hold,buy_and_hold,validation,
2020-02-05,0.003476953961041159,0.003476953961041159,1.0,0.0,1.0240091848160768,1.0241123548330255,0.0,buy_and_hold,buy_and_hold,validation,
2020-02-06,-0.007392614680275744,-0.007392614680275744,1.0,0.0,1.0164390794836684,1.0165414868044351,-0.007392614680275633,buy_and_hold,buy_and_hold,validation,
2020-02-07,0.007032117162411329,0.007032117162411329,1.0,0.0,1.023586798179051,1.0236899256400958,-0.00041248325043274914,buy_and_hold,buy_and_hold,validation,
2020-02-10,0.0020187538353544365,0.0020187538353544365,1.0,0.0,1.025653167953693,1.0257565036036953,0.0,buy_and_hold,buy_and_hold,validation,
2020-02-11,0.008107527152995045,0.008107527152995045,1.0,0.0,1.0339686788624332,1.0340728523090237,0.0,buy_and_hold,buy_and_hold,validation,
2020-02-12,-0.002820518592606939,-0.002820518592606939,1.0,0.0,1.0310523509795284,1.031156230602976,-0.002820518592607013,buy_and_hold,buy_and_hold,validation,
2020-02-13,0.00033330406088930936,0.00033330406088930936,1.0,0.0,1.0313960049150994,1.0314999191620473,-0.002488154622018346,buy_and_hold,buy_and_hold,validation,
2020-02-14,-0.0032060399230416925,-0.0032060399230416925,1.0,0.0,1.0280893081468758,1.0281928892405996,-0.005686217422007145,buy_and_hold,buy_and_hold,validation,
2020-02-18,0.005354932016723583,0.005354932016723583,1.0,0.0,1.0335946564991227,1.0336987922625618,-0.0003617347130107085,buy_and_hold,buy_and_hold,validation,
2020-02-19,-0.004308239863399159,-0.004308239863399159,1.0,0.0,1.029141682797397,1.0292453699189887,-0.004668416136499265,buy_and_hold,buy_and_hold,validation,
2020-02-20,-0.010588722929060324,-0.010588722929060324,1.0,0.0,1.0182443866635085,1.0183469758708983,-0.015207706500572571,buy_and_hold,buy_and_hold,validation,
2020-02-21,-0.034762878370758275,-0.034762878370758275,1.0,0.0,0.9828472808982175,0.9829463038094687,-0.04944192121995339,buy_and_hold,buy_and_hold,validation,
2020-02-24,-0.02934144911733605,-0.02934144911733605,1.0,0.0,0.9540091174156303,0.9541052348511696,-0.07733267272155087,buy_and_hold,buy_and_hold,validation,
2020-02-25,-0.0034223221192235163,-0.0034223221192235163,1.0,0.0,0.9507441909111579,0.9508399794018715,-0.08049033752438073,buy_and_hold,buy_and_hold,validation,
2020-02-26,-0.04286253763311698,-0.04286253763311698,1.0,0.0,0.9099928822487611,0.9100845650016866,-0.11990285503625664,buy_and_hold,buy_and_hold,validation,
2020-02-27,-0.009002693639189078,-0.009002693639189078,1.0,0.0,0.9018004951160329,0.9018913524772217,-0.1278261000050901,buy_and_hold,buy_and_hold,validation,
2020-02-28,0.043980949627583,0.043980949627583,1.0,0.0,0.9414625372658605,0.941557390620075,-0.08946706364292145,buy_and_hold,buy_and_hold,validation,
